源节点,目标节点,担保时间,担保类型,担保金额
T8632c22e6b318054afe81235530de9d1,T1f2642b24d09e8801be303d6a55dea5e,1900-1-1,Chain,58000000
T9cceebf90048e97ab24c05b6fb9d1585,T4066092f944f9693c6e196dc3de11532,1900-1-1,Chain,58000000
Ta5ce7474746b29627a6d85070777267c,T4285d90f290e119e457e6fde8b3cf471,1900-1-1,Chain,58000000
Tf6bda098ef9a8eaa075325e66712a38d,T1ad0ce6e09c621516ba8794f97016fc1,1900-1-1,Chain,58000000
T9e65d91ea1c75770e26b7b3aaef8290b,T9bbd368587b77c910204f8faf926d0b3,1900-1-1,Chain,58100000
T81119357e1f53c51e29bfaea4ca85ab5,T9b71ebc395350109d43013f5e2f28c92,1900-1-1,Cross,5.82E+07
Tf0c12363d8922deb053803f51afc8e50,Td3474407021b597fb86c44e51d2e3535,1900-1-1,Cross,58270000
Tb3b82ab43f0361f2c2c1960756610c76,T4bd750df1cead7f60e5e7ffeb3a6e6f4,1900-1-1,Chain,58431200
T1148eee76cfdee7f92c7fd158ff54c55,T410d7ac82f578f1e8b008221473e536f,1900-1-1,Cross,58500000
T9f10654027ee3281548e2bad84872e48,T7b3deac3baf141c481ace834ff075391,1900-1-1,Chain,58500000
Te0bb67d2470cf4c79860576a761c276b,Te9278fc486c461220bd16c48c4ce8636,1900-1-1,Chain,59000000
Tf9ab77d6f77161dc307212fb39638dac,T0c9a228e5e69f57f749929e041ad7e8f,1900-1-1,Chain,59100000
T5abc98350a0383c0e5544163b8668aa0,T2d9cc8f5c065254e94d76f6eb9bfbcc2,1900-1-1,Chain,59190000
Tbb8858368e714f9e91c23c3112d3f40f,T496b4eb1e48e92b66b999fd32c6ddd1d,1900-1-1,Chain,59247950
T833e726c2cd39cc2b152c7b503731b8d,T166f4177539c01ba30c5aa9a7fdbab8f,1900-1-1,Chain,59390520
T1d0a2c309da657c365a6cded2e9c6d1a,Tc9c507331dcb4a1f1da8e83111979b8f,1900-1-1,Chain,59400000
Te30f68a04266700b4ed07789a3b904d7,Tc3605a4f77f5504a91875429eab45127,1900-1-1,Chain,59400000
T54b3ca43fb24991c83d61fd6001f8c14,Tf4b045957f4fb554ab403b3b3662639a,1900-1-1,Chain,59800000
Tecfb1242945e14c5cb23b77f01007729,Tfef17594d19f2875e58076f4a9e96f3e,1900-1-1,Chain,59830800
T0145d4ce5289c4f1611b4d64e6b19c48,T9a5e7dc2172d311494792ddd4a70f02c,1900-1-1,Chain,60000000
T03882871c1b122aa81f51153432e2331,T204dac5e4e5d3d089bd5d520a5e281a5,1900-1-1,Chain,60000000
T03997627ba6ff5a27ab604c9cc1f9542,T20031073ec6bebae462ab08b154517f9,1900-1-1,Chain,60000000
T060c98def08311eb5ab40d1f85140cfd,T1f108c9cd2b33d9de935708e18ae1e21,1900-1-1,Chain,60000000
T060c98def08311eb5ab40d1f85140cfd,T1f108c9cd2b33d9de935708e18ae1e21,1900-1-1,Chain,60000000
T10948d58c849427ccaab2285400acd42,T406f2eeb961082d89bc1de3a66404c48,1900-1-1,Cross,60000000
T10948d58c849427ccaab2285400acd42,Teeebe4322c363e9a06d7b85fe986c680,1900-1-1,Cross,60000000
T19ac4c06abd6282f46e75f812dfb2f1f,Tb4efdcd16f0d8cdb76e0a1fed3144dcc,1900-1-1,Chain,60000000
T1f32f7d629e339234e532245a79b0024,Tffb5609756c0b03df8fc3b42067c3218,1900-1-1,Chain,60000000
T20450224cd358ab4dcc975d3ea95f212,T09148a6d3b43899f5bfc60bfe6a1c268,1900-1-1,Chain,60000000
T284f53e900b4cac3e59a39ad5ad38f10,Td6bce55fa003ac650e6bfbd81cfaaaca,1900-1-1,Cross,60000000
T2af8ed54a8f227183865cc5b52e49285,T5b700ea2dc20a89e2e4d15368382f936,1900-1-1,Chain,60000000
T2e97004a4ea9325b4542ecc795d86185,Tac5c3b4ae477d2ed7df13c259512b650,1900-1-1,Chain,60000000
T2f2e04e9dd98b939953e0b533bb7c7f6,T93c8f903b37ec0e3a2832dc09c1c4211,1900-1-1,Chain,60000000
T333665c1e5f980f74b922700b1cbca0c,T6666a1cd717391ed8c11ffb5fc07ec40,1900-1-1,Chain,60000000
T344f689042b02fc9016936701202a821,Ta542922b1b255cc1c0374c8057a7f4ff,1900-1-1,Chain,60000000
T344f689042b02fc9016936701202a821,Ta542922b1b255cc1c0374c8057a7f4ff,1900-1-1,Chain,60000000
T36d9f2d3bd5abed57f65b9fe8a54d25f,T02979b0844d6a96edda0e3a94b28fa23,1900-1-1,Chain,60000000
T393db8c2ca7031162164e42cf392fe0e,T6ad8a98e8fd535bc8f5b4b2fd6a145b7,1900-1-1,Chain,60000000
T3e9fa91864839a5e0b413c9b795a161f,T8cc781b5497f3b6779818dc6b783de53,1900-1-1,Cross,60000000
T3f03dbe135ae45a5cb9c372fadf0018a,T2dd54b84c8001e16f5c522fb8a94b32b,1900-1-1,Chain,60000000
T43861e6651faed8c7b8f9d9ef954247d,T9d516216f8f395d131baaf181fabbc3d,1900-1-1,Cross,60000000
T43f8abff9bb486275115dc6ad160ba4b,T16af5266209ea014db3d6725e87a8a94,1900-1-1,Chain,60000000
T43f8abff9bb486275115dc6ad160ba4b,T16af5266209ea014db3d6725e87a8a94,1900-1-1,Chain,60000000
T488f081218d8e87a2bef93cfdd214098,T738e09fd0d9434ed0dbb021cba830681,1900-1-1,Chain,60000000
T4be0a868bf54cec3ad16db0e197b09c8,Ta257688979cf28b0313830824a9dbcad,1900-1-1,Chain,60000000
T4c73fbf06c531790948b0092305cbe36,Ta74a84586280e69756b47faf5463f13b,1900-1-1,Chain,60000000
T4e290f97999eff3bbe5191f46a8f6f97,T8c9e344c2f947f25c9b0865b27b3d225,1900-1-1,Chain,60000000
T59e0acc535d432462425fe3984e5b852,T180d24d4d0bf706234491f48ca39152f,1900-1-1,Chain,60000000
T5f79cba34a5535dd5612d4ae124ceb3d,Td51aa948f7919b7f7bef690db07c6b2c,1900-1-1,Chain,60000000
T5f81e7cafc5c0c32bfe90c21c00fc58a,T935d4e91e0a1ad849835da972f100eda,1900-1-1,Chain,60000000
T63d2289a86383511b0ca4b760d2c14d3,Tb90c36e440d93b118a03fb1a61db4982,1900-1-1,Focus,60000000
T66c0c2a1cac021ac5a4feb0237851fa4,T816c96af2b2be779f89207969f1b9a45,1900-1-1,Chain,60000000
T67ecd869677b653c495c2bfdf198f0a3,T67ad252e6569ee8617ebfc4140f2afa0,1900-1-1,Chain,60000000
T6ca3228c967e549aca54586878829ce5,T11952325405ecb6e26218795405c7e01,1900-1-1,Chain,60000000
T75aa5c704cfb159e77e13172963ea602,T5620e14d07f8096e153445e52a438992,1900-1-1,Cross,60000000
T7ea5d39785497ab0c4596beaa16ec4b4,T38e98180e4254622a6e219d74be05801,1900-1-1,Chain,60000000
T8083f1b0fec140ac0a58f8816dcf09aa,Td8f6437999a686d70ef569df8af65953,1900-1-1,Chain,60000000
T8223df2d9f2b9a4851e0cce8e4e2ab28,Tc37130e98754d1193a513b3daa91d34c,1900-1-1,Cross,60000000
T84792e9cc82cd0cd4a42d6c50257ee25,Ted5b6d56e966bb42cfa02a207ec7536e,1900-1-1,Chain,60000000
T86701c25592feb3b18df5a2f10d16b45,T41714346543e676af8fcc7ec5a4a9464,1900-1-1,Chain,60000000
T882ac7d44ce46c674f44785bfec08477,T4440722de52f537850677df9cfe2e822,1900-1-1,Chain,60000000
T88f629c436408511ba8d945b23ddd710,Tb3a4f724ec4b0b8eb92eef1745c28a8e,1900-1-1,Chain,60000000
T8fc0514c44e781b0e4a530f542d585a5,T28d01273bab5c83f92880287e92576b9,1900-1-1,Chain,60000000
T903f02d89e77a3be3c8681c82d81b92a,T491acb1ab144b1564006083719443bf5,1900-1-1,Chain,60000000
T9135f5e580a89e04d248dabd6de786a3,Td85c3080f787f48a98874b95f68bf55d,1900-1-1,Chain,60000000
T928e4641e2364e77b01f9c3a061f3c92,T63d286aa600b4449b8a8bd0898c09460,1900-1-1,Chain,60000000
T92e51cedcb18e8440a5bbdd1c661c0ac,T6eccbda74b1ef6cbe14af6ab9e8050b6,1900-1-1,Chain,60000000
T94e71620fbccb6a31d2f8c150da6fe36,T382819036c379c26a5eb3a44fedb38b9,1900-1-1,Cross,60000000
T9957de6f5b833088fff1917f570162aa,T5841b806d19541c49499c7ed8042eef2,1900-1-1,Cross,60000000
T99f505cc26ddc00b8a94c79d8d6d56ac,T8ca9d47cd3a25493420042412c3d48e2,1900-1-1,Chain,60000000
Ta021d46afa4d2396592cfa342d8c73e3,T40e55bd159a0f183626fb61d88cadfa4,1900-1-1,Chain,60000000
Ta05d07edeff6f05b5b6ea1341e9644c9,T58673249438fe1c5e5c0910cbf3d8078,1900-1-1,Cross,60000000
Ta2b399f223785fba56b6789a94d48d91,T48bd7a0247c5493580118e6d1a546347,1900-1-1,Chain,60000000
Ta2b399f223785fba56b6789a94d48d91,T48bd7a0247c5493580118e6d1a546347,1900-1-1,Chain,60000000
Ta70dfbb700ce6a7c93bbc9de12db39d0,Te1b8368187b72579961bfefeaf352844,1900-1-1,Chain,60000000
Tb5862bab0baca01435e1c94c420307fc,T3ce06e45b9b7d3c8c4e72f9b4d69cbd8,1900-1-1,Chain,60000000
Tbfc342a889b56997855fbba83af77496,T42013af9d8fb5b179a14a3ecd5ebddbc,1900-1-1,Chain,60000000
Tc1e0bd74869cf9880f6bf21a53f14512,T73de58953e4e76e3aabc759877224bd3,1900-1-1,Cross,60000000
Tc2da05b927d100eb45fd58191ec312fa,T98fba2a0162b5fd24a2af11301846016,1900-1-1,Chain,60000000
Tc2da05b927d100eb45fd58191ec312fa,T98fba2a0162b5fd24a2af11301846016,1900-1-1,Chain,60000000
Tc458982964a2a34acf55fb6d99c43b58,T10229fa173aea625891fa68d73c73119,1900-1-1,Chain,60000000
Td1c1960ce6e6588ca9aa73d70b42ab5e,T530774225ab5fb437912601db5b30d83,1900-1-1,Cross,60000000
Td1c1960ce6e6588ca9aa73d70b42ab5e,Tcfd1d4a01b28c128cd67fd6c380cf340,1900-1-1,Cross,60000000
Tdafb695cc2199abb0917a2746771c612,T965bd23b3164da7611e1bafb21f2ccea,1900-1-1,Chain,60000000
Tdb09c54dee1c0994524614a15da0756a,Te7449ce9da1945d2816555059f5ae905,1900-1-1,Chain,60000000
Te4f5f0767be980228dbfe664484f62e2,Tb5e5104878eaf7c371af156e9037869a,1900-1-1,Chain,60000000
Te55cafc3c52a7df541c073b9a9d1286c,Tcbf2c4e7a78bbf44ac87bd74c39df097,1900-1-1,Chain,60000000
Te6166f5f58e1fa12a9fce7eb0c634b33,T53faaaafd2b49383fa32a5d62869e247,1900-1-1,Chain,60000000
Tea58d8dc62528dff3acd4260639d181d,Te7a7b27aef230254181bde1ce1bb08ea,1900-1-1,Cross,60000000
Tec3291a748a62795369ca772deaf94d0,T33742a645f44faaf1933e6c6fba89e3b,1900-1-1,Chain,60000000
Tef727ab042647f6ed667684c3433962c,T01469b736027eb08b3eadf825ad7c5ac,1900-1-1,Chain,60000000
Tfa685f1560234dbecad1c9f47041004d,T3f729f2b59ad2920aa4359f65ec52045,1900-1-1,Chain,60000000
Tfae79f6416cf21adf65793e2ec710cac,T9785c7a4f6394e53a10f9f91f4fa99f7,1900-1-1,Chain,60000000
T9f8d52e6d501c7b88742d3b98e3ccb79,T706b0398df59a6d3bd98531d3fc2d398,1900-1-1,Chain,60046500
T407626d4296e2cd4c732e7043f147c18,T938c26adbfea6cecb3e2a0fc2ab8c572,1900-1-1,Chain,60120000
Tf11fdcbd4cc7029859a88b89ce24c011,Te2908bfea3cbe097598edfa519b9a03e,1900-1-1,Chain,60120000
Tf11fdcbd4cc7029859a88b89ce24c011,Te2908bfea3cbe097598edfa519b9a03e,1900-1-1,Focus,60120000
Td1820045c97aeb300ae1a9a9223343c4,T552c16b2e209b2e24438916f676b0bfe,1900-1-1,Chain,60322400
T1c7acc30ce478d7fea5db7c4a1a4658e,T9934f94cc3c2ee126d348c7a3efd12dc,1900-1-1,Cross,60334200
T12cd83a1d3964ddf29bd8b3d631ba865,T4c5e5c0258bc939fc689ef8de2bb0b47,1900-1-1,Chain,60336500
Te52a2948d2942b38d7856249c83f792a,T09566bbe6933952253521e4deaf30451,1900-1-1,Chain,60432558
T7103ab1df375737a607b582c984c5138,T5f021f1a8755e764a2fe824036bb7efc,1900-1-1,Chain,60450700
T7b0a8d0fce90217947834cea7fde62e8,Tc6f7ca0f86d1a88b8343af1c27a17f73,1900-1-1,Chain,60460000
T97d0c1717adcd373e2530d8f42dc7685,T8e3970dca3c21a212e0b8f599b5092bf,1900-1-1,Focus,60462200
Ted888eba5f5a0271afb3c8cdd2f49fb3,Ta10e94d7caf7f156edccad70f7bbd7fd,1900-1-1,Chain,60480000
Taaef8ef5ae571294877182fe8f446c3d,T3e934714459a4b143477a08ba6564d22,1900-1-1,Cross,60500000
Tde8e49a56bda8799ecc325298c555aef,T9b80751f0796e093d957b79683613dcc,1900-1-1,Chain,60600000
T6987ecd3310c0394fa0b7a28b52b2783,T1ebb0942825f21390ff020835cb97090,1900-1-1,Chain,60795300
Te3bcdbbdc22769bf3ad0c439a9dba68d,Te64996e1a0b9c9e28e168e8bc56d40f8,1900-1-1,Chain,60837500
Tc9f59a5aaff30f32b0e7fa5ddae970c1,T271caf8f82e88c9466ea14c06cab0540,1900-1-1,Chain,60960000
T3943ea3fc8226ed106035d571e16d78f,Ta503505fd5bb35e2e4c81b837988c17e,1900-1-1,Chain,61100000
Tf8ca079c1ca958d4ffc991b00845be83,Tcc9913382c9a18407759a88824939de3,1900-1-1,Chain,61179800
Tf0297acc7c5dc4714807c3b5d622104d,T2a253923caae798faea3bb6b07732070,1900-1-1,Chain,61560300
T96ae44c9af51f79965ecc701f8653f26,T04c58c874994405b5371caee27faa688,1900-1-1,Chain,61973600
T9c549da084cb0036e6b95125ee3f63fb,T8a2d8bf4dc60a8b195994bb85deb7793,1900-1-1,Chain,61982400
Tee9dccda6982da153f54ca5cfc562f8a,Tf78128e9be8012bc5ca40301ae50da82,1900-1-1,Chain,61997000
T8d4d6a6c650e11413e67b36e74a12bb3,Td81a17b17c64659e0190d465b86bdd7a,1900-1-1,Chain,62000000
T9b9baf3eb0a3bc465c08b8168b5e4577,Te8afe26b0c9b93da53ab5fca74af4433,1900-1-1,Chain,62000000
Tfdcb3a14bf02ab02829c41d3e038686d,T93fcbfccd90c4fcccff951833b72e46b,1900-1-1,Chain,62000000
T5920f84e502d0c393a5803f225c5938f,Tc8f75013a0619a07d0251d915fe75071,1900-1-1,Chain,62500000
T3f836c80af22855b9fb3ba49e7b21854,Ta7c21cd1dde42e6ebe0252dde9e2d419,1900-1-1,Chain,62990697
T62c1123d10f8af313221c4234375e098,T464c0fc27f6a9062c1b413be81be49cf,1900-1-1,Chain,63000000
T6dfdd94ea2b9a9632400e2f4d3a8cae8,T01898a58cbd5f32e19a4c5be83a90f73,1900-1-1,Chain,63000000
Tbe32ac0e6c8c1323cb7c2b753f7bc27f,T6fe32f76a0628b8c5f24bf448188a599,1900-1-1,Cross,63000000
Tc93ad89bbb85f7c63b450129cabfc12c,Te8db563711c16cde32218c0296b5796f,1900-1-1,Cross,63000000
Tbde44f89c272718caf4ad1faa355cefb,T09f7b4a8e77d1ccca1fbf79590a5bc59,1900-1-1,Chain,63318503
T5d54555fac398b7966a2a32ee3de4583,T22094475d4d340f5e9d5f4a865e5bded,1900-1-1,Chain,63407700
T61a8ebda828c4226e2c17ec87ae8365f,Tec382d1c110a2f9706018c28976e09fb,1900-1-1,Chain,63571900
T4e7b0e666f1d593dcf69f21a353fcda0,Tbe832081d6dfa603d9cf69ead487a6fc,1900-1-1,Chain,63759900
T1e3b620fbd61693107f7dbcfbf1dd5bb,T464e76b3b966f41b94432d8eee5d1f51,1900-1-1,Chain,64000000
T8aac98d1c60e917c0276b24c41b734a0,Ta3ccdea89858cdc028d0cd43a670be5b,1900-1-1,Chain,64320000
Tc9869feabab0d45cd1a9ae32b5433105,T01c73adc3916a456166abc28b38ab7eb,1900-1-1,Chain,64800000
T10079cb5300aa8273797934d66c0ddd4,T1c517ff44b9f770ed4245382b629ee47,1900-1-1,Chain,64980000
T10079cb5300aa8273797934d66c0ddd4,T1c517ff44b9f770ed4245382b629ee47,1900-1-1,Chain,64980000
T4a7aa07c3ec2e3bd49f3f332d2f66aec,T35ef6c8016d942083bee791054ab822e,1900-1-1,Chain,65000000
Tae7004094179bbeb6b574a68e088f308,T0892de21e36eda09a7fc117e6948bd01,1900-1-1,Chain,65000000
Tc24d0dc068a9b04f84147ee8eda010e3,T0c9a228e5e69f57f749929e041ad7e8f,1900-1-1,Chain,65000000
Tbd843d03f4eaf6971d061b214a76c368,T86d32d9178fdad5adc3b1ec132eec0d9,1900-1-1,Chain,65530000
Tae65747e3901ccd3bafe371b4f51bb3b,T0415d6867d079e484b64f47593bd913e,1900-1-1,Chain,65564400
Td2e1cc853caed66d34e430f90700c7f6,Tfd9e04bc5f69e48f17e6188d303e4686,1900-1-1,Chain,65608500
T546c05092a684085ed0051a0fdf2c3ff,T198f3f3e43122327f9a8b90fb01abe78,1900-1-1,Chain,65848000
T546c05092a684085ed0051a0fdf2c3ff,T198f3f3e43122327f9a8b90fb01abe78,1900-1-1,Chain,65848000
T360829e9b4804213851095ee45dcda3c,T9f4d1a20e048723fe408e70ba5fedbcd,1900-1-1,Chain,66000000
T9726d74320774a8819c0989c210604ac,Ta949005caaaa5673ab098c8b9510331b,1900-1-1,Chain,66000000
T99de489091a7bf05fd6ca8026d0e9a83,T8268399ab0103c277ee5b6c02a7e717d,1900-1-1,Cross,66000000
T9e7fee907dccd537fa640febc78163fe,Tb80c0b9e4f502403b41d1051c6daf579,1900-1-1,Chain,66000000
T8e61485da76d9805c78aced76778e839,T31e33a709aa49ad6a36158233555aed2,1900-1-1,Chain,66240000
T8cb75365abdc67661e40f8407fdb793a,T5cf9f3f869f7dc39f434584a45787f6c,1900-1-1,Focus,66304800
T8cb75365abdc67661e40f8407fdb793a,T5cf9f3f869f7dc39f434584a45787f6c,1900-1-1,Cross,66304800
T5ecfe65f5e1f1fc154931424d60bdf85,Tf64e5e8aff60084dcc48f8d36ea41de6,1900-1-1,Chain,66338300
Tc301cb1faa8418a131301b7cd67c1283,T606d86faf37ed5740ce39476ec2074ea,1900-1-1,Chain,66360000
T49072161ccdbcb5fe357d86018672d1c,Tf2b7fa26fba9c60041146f551e20207b,1900-1-1,Cross,66760000
T0a8caa8ba53c3aea1fca9e83f7e86965,Te2d5b8d69438386f0e7bd7f9c13db07b,1900-1-1,Chain,66800000
T579900c404a06e0476a394f209e14a13,T7988832901d6ba0ed6486a017586b13a,1900-1-1,Chain,66836600
T8abeda363fe660199a01c9631b827c82,T6e8a83a9bf1ee9810c7c39478c24cb2a,1900-1-1,Chain,66903600
Tda5a5f5c6f95cb31e9fdbdea348d8274,Tc459377123cc3dcba4ce465a6fa22137,1900-1-1,Chain,66909900
T83a489d3cebbd5716da91b507e099bbd,Te2908bfea3cbe097598edfa519b9a03e,1900-1-1,Chain,66990000
T83a489d3cebbd5716da91b507e099bbd,Te2908bfea3cbe097598edfa519b9a03e,1900-1-1,Focus,66990000
T61ded650099babd616a66ff81fef3499,T2fc31a4aa70b41831177be84f32397ee,1900-1-1,Chain,67000000
Td8c4b38f8872cbfc8ae7bceada727655,Taad460302772feb8c1404609934d66fc,1900-1-1,Chain,67285400
Te788a4a3c0973a8229a3d808f472fef1,T22926aa69d9eda53e7e8a8d85220a7c4,1900-1-1,Cross,67500000
T2cd5f0063c30eaad77aea5c37a7435db,T1ad0ce6e09c621516ba8794f97016fc1,1900-1-1,Chain,67531100
T983fabed94b8961be4840a876eadc12a,T93689bf2fe0b1dbde784a25f700ae29f,1900-1-1,Chain,67700000
Tec955ea3164df02ea1473e096333ff89,T06c31c67ec32456ef9f74c95aa3ac00c,1900-1-1,Chain,67890000
Tec955ea3164df02ea1473e096333ff89,T06c31c67ec32456ef9f74c95aa3ac00c,1900-1-1,Chain,67890000
T98843b1ab57eec75225f72378ecbf7d8,T68583a83d0dce1414f7f4d6072f05dc5,1900-1-1,Chain,67939800
T54f596e4bf8951f47d979dbc1299fe55,Ted5918fce399cca67287ebfe7e5840de,1900-1-1,Chain,67994501
T509cc60eecf37186809f1c5102c0aa83,T2f5aff55a2b1302dc534e9b5436d2532,1900-1-1,Chain,68000000
T9c357feef1a1755c1f6782fbf9475e6d,T7047f15e9cc50f94d37a492076086a27,1900-1-1,Chain,68000000
T9c357feef1a1755c1f6782fbf9475e6d,T7047f15e9cc50f94d37a492076086a27,1900-1-1,Focus,68000000
Td3bfb94be694ed17cbd94daaeb11ae58,T988777f1a7964070dff4dd79375eeabf,1900-1-1,Cross,68000000
T7541f9097c74f75d6eb1750c522d5e71,Tfa9ba698f1ae83a69abd181ef66a09e6,1900-1-1,Chain,68060000
T0d9b6d34bc46c1cb50a68f42801aa0d5,T73c63fd411f5d99d0db88e93aab994cf,1900-1-1,Chain,68088000
T3d82eff80e02f9f16581598c00805b63,Tbd82ce90a2f6c5416587fea348e87d05,1900-1-1,Chain,68118000
T0f4eb213d5778f40c911815ac8189ed1,Ta7bb73c2927d6fc3e220ae2a54a2f655,1900-1-1,Chain,68133800
T685ae4ae9cc04e9ca95ec843f3448e0c,Tf2daab24c05a668df49b870b31de900e,1900-1-1,Cross,68388930
Tc173b4d90a12307cbbd9143468c45982,T4d0a00e71bb0e327c1252fc479d1f533,1900-1-1,Chain,68400000
T132f499838dc754121c5b6549aa49158,Tdac837fa4c99de4543891da5189f044e,1900-1-1,Cross,68401000
Td061252e22b61aaa04e746b4a937db2d,T2e493db4a433778431b8463c1da81caf,1900-1-1,Chain,68514600
T7e41b384686a7ff995aa363fb822952b,Tc14e96f235ac4b8514a2bd35bf8c822d,1900-1-1,Chain,68652918
T0722de326930e68db85d4b843053cb1d,T03151eb8521bd12faf9128c5b8187fab,1900-1-1,Chain,68710000
T5d1758cd36c06d777847738b9283276c,T6ffd1cb6c61be96be6667af6436e77d7,1900-1-1,Chain,68720000
T180e55ead88c8b3996b47a57a2a8406e,Tfbdb63dca9904a3d0fa00b8d56e9bed5,1900-1-1,Chain,68800000
T57d863fbd504848a39035a84db75015f,Te336881c7370456d9a8ec53dc4c9004f,1900-1-1,Chain,69000000
T6cc122ffc5ffe04da03d5bee985f3764,Tc1de4a3c6424ff01c81b1f42c131ff7f,1900-1-1,Cross,69000000
Tf01cf77da0deacd64919b2851ec7ca78,T50aebae41341542f1aca32a45c09b521,1900-1-1,Chain,69000000
T1819d53eea0ddf75a94385612fc1d673,Tccdcecb3750feeb7727ac8a494f117a2,1900-1-1,Chain,69090000
T99635c09e018d463820f26c76b457dc1,T30dc1c151285a26a06e919ab3a3982b4,1900-1-1,Chain,69132000
Tbecbddeefe1d779b00931e1ccf689c34,Tef4b1f4751eab11f1df0d83729152ef1,1900-1-1,Chain,69397700
Tbd5279a57aa33871eb0bf6b74d388bbc,T272e773a550141bf7be39e4703d42ecb,1900-1-1,Chain,69500000
T17f4e9bb06f5f51f753be6ffdf40c823,T07b5f6e23a790e39764145c1158cca23,1900-1-1,Chain,69540000
T50ec8d844b2d0531a1f3511f035e7722,T83ccfe9b7fe2cf925a083d022fb46175,1900-1-1,Chain,69750000
T50ec8d844b2d0531a1f3511f035e7722,T83ccfe9b7fe2cf925a083d022fb46175,1900-1-1,Chain,69750000
T54b9ab56d15ed77ee39f452087dafeb9,T3c5252cb5571189912b8ee1f3702ec35,1900-1-1,Chain,69800000
T54b9ab56d15ed77ee39f452087dafeb9,T3c5252cb5571189912b8ee1f3702ec35,1900-1-1,Chain,69800000
T31aec9fcec40064e3407d1fc65b22491,T2a9d49710ff3c921f5d78491a764f3e3,1900-1-1,Chain,69960000
T39380fd76da20b52e9bbf2ce292b3994,T17b507adbfbca23b650fbec8c4a0a6ff,1900-1-1,Cross,70000000
T3c0d29627862e8d28a38789c24f89216,T33c813d32c6eb7cd7dd605a2566a4a05,1900-1-1,Cross,70000000
T43ccbe5020fad1a308720d82086ce112,T692be915517db3f6a724f9ef8c6a06a1,1900-1-1,Chain,70000000
T612e1786e936727d39639aeb9a106f9c,Ta54b6f8bad3602b7e51e9867482465a6,1900-1-1,Chain,70000000
T643d597f27ebc9a0578d63be063decd9,T33e22ac4be5101f25e17aea48876853f,1900-1-1,Chain,70000000
T70c1ce1a4df3f391b72171e9e54b65d3,T803486ef272509e6c7c87b5e89d53fc5,1900-1-1,Cross,70000000
T795e9447f6bf7e2ee241463652ec115b,Tfbc01469965cee6e226a522371f1ac79,1900-1-1,Cross,70000000
T922a9fee4ab9538d9c2802967f9bfb7f,Tbd52075ea774823623dd32bfb5fbaadc,1900-1-1,Chain,70000000
T999d310db55bc5c9e8f0c5736e45997c,T44d69cacdc3d999a48378057b42afd86,1900-1-1,Chain,70000000
T9d2467efe67a1b77f6fd26e52958fc97,T5dbe2180f3f404d9e5d9e42dc19d58af,1900-1-1,Cross,70000000
Tb0353577f5fcb49517d25b84f029aa27,Tebbbf16a75a9b33032227cbb07689fc4,1900-1-1,Cross,70000000
Tb4034a0e14ff9bbe823c77306b08a762,T099a83ad180f44caf6fcf05f716f5c4b,1900-1-1,Chain,70000000
Tb4034a0e14ff9bbe823c77306b08a762,T099a83ad180f44caf6fcf05f716f5c4b,1900-1-1,Chain,70000000
Td211a6e51c2c802efdbf9baaf81a1555,T460a9b0a949b703baf95b2b76647cff3,1900-1-1,Chain,70000000
Tea8143541f2755afa257238b6dc3f3f0,T6e4f92508728840007b976c0e2065bbe,1900-1-1,Chain,70000000
Tecef4f7610725c8018a057e0042eb7ec,T1333ee9fd5ee9148d966697092dc82bd,1900-1-1,Chain,70000000
T7481cda5c0fc0d245e6f318ad8e07f4a,Tc4126a00061ebd3cb13e98b61578f51d,1900-1-1,Chain,70110000
T37df9025cb22819e918282fe6093957f,T2c1a9a9076a42a617ea1987e8e7e9806,1900-1-1,Chain,70200000
T1c7acc30ce478d7fea5db7c4a1a4658e,Te409f89e961cdb8b176869ba29f1b9ab,1900-1-1,Cross,70361100
T66f7494e8415fe2e5f0551926cc43edf,Tea32a5744a345cc0e7d1964d9615f349,1900-1-1,Chain,70438600
T7d872b508522652fc7dbde7a985eab8c,T03c507721c78c6532d80de9fa44abb80,1900-1-1,Chain,70470800
T41b63fd93291df3e60a12ea5a87f461a,Tab9816ca845932b51000f4e3bf9b8598,1900-1-1,Cross,70583100
T1b1ccc024c346ffe0517ba36fa92b0ef,Td2f0a0454d4c798f17bd4168a91314c4,1900-1-1,Chain,70660000
Tcba4a42cc0617e1d2e2a18d796b2fcf1,Tfb11907c37bd74a8292071658f805515,1900-1-1,Chain,70955400
T8582f9d5b816b45f7e767589f30fc271,Tda68c1f257a1dff1c7aa4132d7ef620d,1900-1-1,Chain,71237000
Ta453f75dc21999fd9b9062da9ec14709,Ta365bfea2337b01716b5a1070daac608,1900-1-1,Chain,71910900
T0054696e68c94f40496675a54ffa288b,T075cb33aa378788e840444ed875df21a,1900-1-1,Chain,72000000
T0054696e68c94f40496675a54ffa288b,T075cb33aa378788e840444ed875df21a,1900-1-1,Chain,72000000
T13b1faa5a2379a6a092bc65a0a07edce,T282462060ec970ea944f7a8b12e58f97,1900-1-1,Chain,72000000
T13b1faa5a2379a6a092bc65a0a07edce,T282462060ec970ea944f7a8b12e58f97,1900-1-1,Chain,72000000
T15c8c50bc83cc4bc70740564a9a2f962,Tec0c5acd68ee5b7ef42c2165ab009908,1900-1-1,Chain,72000000
T19f9ccd00a6934de894d469fb4e77af7,T38bf69194ff01f8594ce7b3035ff796a,1900-1-1,Chain,72000000
